  Wavenumber Growth_Rate
 1.00000E-01 4.82419E-02
 3.00000E-01 1.27525E-01
 5.00000E-01 1.79372E-01
 7.00000E-01 2.10663E-01
 9.00000E-01 2.24672E-01
 1.10000E+00 2.27073E-01
 1.30000E+00 2.19498E-01
 1.50000E+00 2.04855E-01
 1.70000E+00 1.86023E-01
 1.90000E+00 1.65101E-01
 2.10000E+00 1.44712E-01
 2.30000E+00 1.26877E-01
 2.50000E+00 1.11179E-01
 2.70000E+00 9.86045E-02
 2.90000E+00 8.69211E-02
 3.10000E+00 7.67800E-02
 3.30000E+00 6.29917E-02
 3.50000E+00 6.14022E-02
