      time  timestep     dKEdt        KE     VFint    rhoint   rhoUint   rhoVint   rhoWint
      0.0015000000000000      0.0015000000000000    900.7010073770213694  21674.5314443276802194      0.0000000000313199      0.0000000312883230      0.1096606999076357     -0.0608982019532505      0.0000000000000000
      0.0030000000000000      0.0015000000000000    -74.9483125238177763  21674.4190218588992138     -0.0000000000400567     -0.0000000400166300     -0.0295503249176363     -0.1099110049615319      0.0000000000000000
      0.0045000000000000      0.0015000000000000    -28.6167414602966801  21674.3760967467096634      0.0000000000239054      0.0000000238815119     -0.0078407052078546     -0.0142893493836596      0.0000000000000000
      0.0060000000000000      0.0015000000000000    -22.5045691148081914  21674.3423398930353869     -0.0000000000267312     -0.0000000267049245     -0.0013197812181716     -0.0046162617811092      0.0000000000000000
      0.0075000000000000      0.0015000000000000    -17.5322203744490253  21674.3160415624770394      0.0000000000215162      0.0000000214946567     -0.0006201129572219     -0.0012739810808853      0.0000000000000000
      0.0090000000000000      0.0015000000000000    -16.9040513193210700  21674.2906854854954872     -0.0000000000204549     -0.0000000204344133      0.0007395885845654     -0.0009799464839375      0.0000000000000000
      0.0105000000000000      0.0015000000000000    -14.8655457175839274  21674.2683871669178188      0.0000000000173193      0.0000000173018861      0.0008344676384695      0.0000392356669181      0.0000000000000000
      0.0120000000000000      0.0015000000000000    -14.7314505714232382  21674.2462899910606211     -0.0000000000162721     -0.0000000162555125      0.0011312706492390     -0.0002623964678037      0.0000000000000000
      0.0135000000000000      0.0015000000000000    -13.3220325507309099  21674.2263069422369881      0.0000000000139810      0.0000000139673375      0.0010444314762026      0.0004326241498234      0.0000000000000000
      0.0150000000000000      0.0015000000000000    -13.3382248237724070  21674.2062996050044603     -0.0000000000132171     -0.0000000132040441      0.0010885945566770      0.0000794800885728      0.0000000000000000
      0.0165000000000000      0.0015000000000000    -12.2326081237924882  21674.1879506928162300      0.0000000000115787      0.0000000115668399      0.0010236431771773      0.0006062324813456      0.0000000000000000
      0.0180000000000000      0.0015000000000000    -12.3089520590244774  21674.1694872647349257     -0.0000000000113011     -0.0000000112898988      0.0009963080906346      0.0002665914591375      0.0000000000000000
      0.0195000000000000      0.0015000000000000    -11.3819755657636961  21674.1524143013848516      0.0000000000099606      0.0000000099508952      0.0009413539828529      0.0006775281222531      0.0000000000000000
      0.0210000000000000      0.0015000000000000    -11.4890168285196523  21674.1351807761457167     -0.0000000000097632     -0.0000000097538759      0.0008988541562758      0.0003615165253450      0.0000000000000000
      0.0225000000000000      0.0015000000000000    -10.6855264013981923  21674.1191524865353131      0.0000000000087472      0.0000000087389935      0.0008619091336186      0.0006764774088310      0.0000000000000000
      0.0240000000000000      0.0015000000000000    -10.8063133658336028  21674.1029430164926453     -0.0000000000084661     -0.0000000084573912      0.0008435906224804      0.0004222119381438      0.0000000000000000
      0.0255000000000000      0.0015000000000000    -10.1242587870096941  21674.0877566283088527      0.0000000000078487      0.0000000078405265      0.0007552703868896      0.0006442736799954      0.0000000000000000
      0.0270000000000000      0.0015000000000000    -10.3240049132134573  21674.0722706209417083     -0.0000000000077719     -0.0000000077643563      0.0007829689575374      0.0004539973155033      0.0000000000000000
      0.0285000000000000      0.0015000000000000     -9.7123127719337390  21674.0577021517856338     -0.0000000000001172     -0.0000000001168701      0.0006722269331476      0.0006188615250267      0.0000000000000000
      0.0300000000000000      0.0015000000000000     -9.8839269341362979  21674.0428762613846629     -0.0000000000000835     -0.0000000000829914      0.0007201895373328      0.0004799516715366      0.0000000000000000
      0.0315000000000000      0.0015000000000000     -9.4399601564814475  21674.0287163211469306     -0.0000000000000849     -0.0000000000846967      0.0005782484449810      0.0006280224494617      0.0000000000000000
      0.0330000000000000      0.0015000000000000     -9.7628698367120705  21674.0140720163944934     -0.0000000000000560     -0.0000000000561613      0.0006254392892515      0.0005253377606778      0.0000000000000000
      0.0345000000000000      0.0015000000000000     -9.4212394531944028  21673.9999401572131319     -0.0000000000001712     -0.0000000001707576      0.0005299733165884      0.0006052771418581      0.0000000000000000
      0.0360000000000000      0.0015000000000000     -9.4704310938798244  21673.9857345105774584     -0.0000000000001987     -0.0000000001990657      0.0005613322855424      0.0005217780202997      0.0000000000000000
      0.0375000000000000      0.0015000000000000     -9.1285089427394723  21673.9720417471617111     -0.0000000000002237     -0.0000000002235083      0.0004746238746520      0.0006202604434975      0.0000000000000000
      0.0390000000000000      0.0015000000000000     -9.1367815613641596  21673.9583365748185315     -0.0000000000001964     -0.0000000001961098      0.0005233428155407      0.0006003059951354      0.0000000000000000
      0.0405000000000000      0.0015000000000000     -8.8650299829180312  21673.9450390298479761     -0.0000000000000068     -0.0000000000067075      0.0004271412863091      0.0006779412514106      0.0000000000000000
      0.0420000000000000      0.0015000000000000     -8.8784477611254715  21673.9317213582107797     -0.0000000000003035     -0.0000000003036575      0.0004765188932652      0.0006825982568444      0.0000000000000000
      0.0435000000000000      0.0015000000000000     -8.7448822149322041  21673.9186040348831739      0.0000000000002862      0.0000000002862635      0.0003883704916916      0.0007496695243390      0.0000000000000000
      0.0450000000000000      0.0015000000000000     -8.8024804564283841  21673.9054003142009606     -0.0000000000004996     -0.0000000004988578      0.0004263919199730      0.0006810479932824      0.0000000000000000
      0.0465000000000000      0.0015000000000000     -8.5777495502436523  21673.8925336898755631      0.0000000000004522      0.0000000004519052      0.0003660713773570      0.0007868460382383      0.0000000000000000
      0.0480000000000000      0.0015000000000000     -8.6369958621098704  21673.8795781960834574     -0.0000000000006671     -0.0000000006665459      0.0003814305318883      0.0008071863362034      0.0000000000000000
      0.0495000000000000      0.0015000000000000     -8.4518654592934581  21673.8669003978902765      0.0000000000007738      0.0000000007732979      0.0003536951517162      0.0009032657690682      0.0000000000000000
      0.0510000000000000      0.0015000000000000     -8.4348321850038701  21673.8542481496151595     -0.0000000000008989     -0.0000000008977850      0.0003430503775235      0.0008891822528767      0.0000000000000000
      0.0525000000000000      0.0015000000000000     -8.2711443011851316  21673.8418414331608801      0.0000000000008850      0.0000000008841425      0.0003417924726818      0.0009996796622147      0.0000000000000000
      0.0540000000000000      0.0015000000000000     -8.2317678373822218  21673.8294937814098375     -0.0000000000010933     -0.0000000010925305      0.0003142451373606      0.0009773198770802      0.0000000000000000
      0.0555000000000000      0.0015000000000000     -8.0857668507114795  21673.8173651311299182      0.0000000000010719      0.0000000010710437      0.0003287754111625      0.0010953228319579      0.0000000000000000
