      time  timestep     dKEdt        KE     VFint    rhoint   rhoUint   rhoVint   rhoWint
      0.0010000000000000      0.0010000000000000     -0.0000000015863241   9893.5700378854708106      0.0000000000114175      0.0000000114103830      0.0000000000106467     -0.0000000000064361      0.0000000000001036
      0.0020000000000000      0.0010000000000000     -0.0000000016843247   9893.5700378854671726      0.0000000000114409      0.0000000114297878      0.0000000000110999      0.0000000000095162      0.0000000000000286
      0.0030000000000000      0.0010000000000000     -0.0000000016714913   9893.5700378854726296      0.0000000000114986      0.0000000114886480     -0.0000000000056051      0.0000000000042240     -0.0000000000008765
      0.0040000000000000      0.0010000000000000     -0.0000000016278838   9893.5700378854708106      0.0000000000114812      0.0000000114685960     -0.0000000000019128     -0.0000000000117957     -0.0000000000001078
      0.0050000000000000      0.0010000000000000     -0.0000000015956035   9893.5700378854671726      0.0000000000115060      0.0000000114905970      0.0000000000102633     -0.0000000000217329      0.0000000000001863
      0.0060000000000000      0.0010000000000000     -0.0000000015544418   9893.5700378854653536      0.0000000000114009      0.0000000113918406      0.0000000000096130      0.0000000000102712      0.0000000000002744
      0.0070000000000000      0.0010000000000000     -0.0000000015270902   9893.5700378854653536      0.0000000000114329      0.0000000114200225     -0.0000000000172660     -0.0000000000273236      0.0000000000006474
      0.0080000000000000      0.0010000000000000     -0.0000000014595708   9893.5700378854617156      0.0000000000111592      0.0000000111526477     -0.0000000000021349      0.0000000000334646     -0.0000000000012032
      0.0090000000000000      0.0010000000000000     -0.0000000014021994   9893.5700378854544397      0.0000000000111127      0.0000000110958279     -0.0000000000030085     -0.0000000000135483     -0.0000000000006628
      0.0100000000000000      0.0010000000000000     -0.0000000013915766   9893.5700378854580777      0.0000000000111648      0.0000000111542939     -0.0000000000103115      0.0000000000352149     -0.0000000000009893
      0.0110000000000000      0.0010000000000000     -0.0000000013052369   9893.5700378854526207      0.0000000000111461      0.0000000111342064     -0.0000000000314602     -0.0000000000021579     -0.0000000000000043
      0.0120000000000000      0.0010000000000000     -0.0000000013017595   9893.5700378854617156      0.0000000000113145      0.0000000113045840     -0.0000000000050495     -0.0000000000179817      0.0000000000000487
