                    time                timestep                      KE                    KE_l                    KE_g                    rhoU                    rhoV                    rhoW                  rhoU_l                  rhoV_l                  rhoW_l                  rhoU_g                  rhoV_g                  rhoW_g                      VF                     rho
      0.0000000000000000      0.0040000000000000   9882.6679004851648642   9861.5453067149792332     21.1225937701824904      0.0000000000005302     -0.0000000000024513     -0.0000000000000042     -0.0000000000141069      0.0000000000019636     -0.0000000000000042      0.0000000000120210      0.0000000000000021      0.0000000000000000     78.9568352087144518  79125.9285869478189852
      0.0040000000000000      0.0040000000000000   9882.0896658465844666   9860.9643600545568916     21.1253057920228002     -0.0129100341441913      0.0000001209256196      0.0000000027067031     -0.0128820380375529      0.0000002348665840      0.0000000040330854     -0.0000279961059095     -0.0000001139410722     -0.0000000013263813     78.9568683402872153  79125.9616853890038328
      0.0080000000000000      0.0040000000000000   9881.5225691512951016   9860.3938848795114609     21.1286842717828662     -0.0211784603213804      0.0000001480350593      0.0000000026516241     -0.0211305434161204      0.0000003172185705      0.0000000041381232     -0.0000479169047539     -0.0000001691847778     -0.0000000014864971     78.9568683402872153  79125.9616853889456252
      0.0120000000000000      0.0040000000000000   9880.9550534247809992   9859.8226563193857146     21.1323971053978497     -0.0287403859708733      0.0000001513444678      0.0000000024394834     -0.0286730108679905      0.0000003427369411      0.0000000039099797     -0.0000673751031752     -0.0000001913884018     -0.0000000014704961     78.9568683402872011  79125.9616853889601771
      0.0160000000000000      0.0040000000000000   9880.3820470403643412   9859.2455805736044567     21.1364664667594191     -0.0362355773109431      0.0000001516671307      0.0000000023383980     -0.0361478558142352      0.0000003586240798      0.0000000038029817     -0.0000877214998596     -0.0000002069557008     -0.0000000014645795     78.9568683402874001  79125.9616853891056962
      0.0200000000000000      0.0040000000000000   9879.7980699986492255   9858.6570717415888794     21.1409982570624848     -0.0438819453998621      0.0000001553186992      0.0000000022244857     -0.0437724956564125      0.0000003702819864      0.0000000035914496     -0.0001094497423024     -0.0000002149653000     -0.0000000013669660     78.9568683402876559  79125.9616853894112865
      0.0240000000000000      0.0040000000000000   9879.2038066903751314   9858.0596319084452261     21.1441747819352415     -0.0517300143858641      0.0000001214057005      0.0000000088401169     -0.0516085198421194      0.0000005652719537     -0.0000010960942359     -0.0001214945449989     -0.0000004438692926      0.0000011049343507     78.9568683402877269  79125.9616853894840460
      0.0280000000000000      0.0040000000000000   9878.6049297202134767   9857.4597977909379551     21.1451319292704483     -0.0511887154205516      0.0000008826772257     -0.0000061960454734     -0.0510536536268944      0.0000006560294956     -0.0000075806821034     -0.0001350617912714      0.0000002266481294      0.0000013846366368     78.9568683402877696  79125.9616853894694941
      0.0320000000000000      0.0040000000000000   9878.0033137399132102   9856.8580200948908896     21.1452936450270172     -0.0455871994423929      0.0000008852792907     -0.0000061694271249     -0.0454602466340930      0.0000001088950086     -0.0000074479988414     -0.0001269528104473      0.0000007763866798      0.0000012785717315     78.9568683402878122  79125.9616853894549422
      0.0360000000000000      0.0040000000000000   9877.4039800692135032   9856.2585804063546675     21.1453996628532934     -0.0373667307212869      0.0000008720256854     -0.0000061535234100     -0.0372466660382429     -0.0000008964361520     -0.0000073940447066     -0.0001200646843629      0.0000017684621550      0.0000012405212954     78.9568683402877127  79125.9616853893676307
      0.0400000000000000      0.0040000000000000   9876.8021697571384721   9855.6539315155132499     21.1482382416265224     -0.0281532058765453     -0.0000050361776076     -0.0000061444759617     -0.0280359519959745     -0.0000065939785685     -0.0000074530621337     -0.0001172538829767      0.0000015577971400      0.0000013085861822     78.9568683402876133  79125.9616853892512154
      0.0440000000000000      0.0040000000000000   9876.1949401608926564   9855.0430152074786747     21.1519249534169447     -0.0187890155098425     -0.0000047921161667     -0.0000061319646210     -0.0186755689201732     -0.0000068888587066     -0.0000073744874349     -0.0001134465897004      0.0000020967388709      0.0000012425227918     78.9568683402876559  79125.9616853892366635
      0.0480000000000000      0.0040000000000000   9875.5800490716264903   9854.4244558412810875     21.1555932303512435     -0.0094419818811549     -0.0000047033987438     -0.0000061237242784     -0.0093322373830347     -0.0000065517831942     -0.0000073846596305     -0.0001097444985120      0.0000018483865777      0.0000012609353458     78.9568683402875706  79125.9616853892075596
      0.0520000000000000      0.0040000000000000   9874.9576014904287149   9853.7985648352878343     21.1590366551403868      0.0000846910511978     -0.0000046701076423     -0.0000061165560924      0.0001932304032266     -0.0000067771458703     -0.0000073453338724     -0.0001085393501000      0.0000021070373295      0.0000012287777982     78.9568683402875564  79125.9616853891784558
      0.0560000000000000      0.0040000000000000   9874.3281238844774634   9853.1660961731722637     21.1620277113002331      0.0097303322633692     -0.0000046826787797     -0.0000060797235775      0.0098364153396346     -0.0000072525464034     -0.0000073231620487     -0.0001060830776488      0.0000025698681592      0.0000012434384520     78.9568683402875990  79125.9616853892075596
      0.0600000000000000      0.0040000000000000   9873.6936115816133679   9852.5292584795333823     21.1643531020869133      0.0194899441280450     -0.0000052242554729     -0.0000060468000337      0.0195948355661812     -0.0000075222831910     -0.0000072601961814     -0.0001048914373103      0.0000022980344785      0.0000012133961602     78.9568683402876985  79125.9616853893239750
      0.0640000000000000      0.0040000000000000   9873.0576057948674134   9851.8913843821101182     21.1662214127582260      0.0293613673546938     -0.0000059094696834     -0.0000060440774351      0.0294719889067778     -0.0000087049593489     -0.0000072564135959     -0.0001106215495081      0.0000027954902503      0.0000012123361625     78.9568683402877411  79125.9616853893094230
      0.0680000000000000      0.0040000000000000   9872.4196597634327190   9851.2520276516297599     21.1676321118070341      0.0393497699900635     -0.0000058922482766     -0.0000060392953406      0.0394652269360449     -0.0000086362628196     -0.0000072156023240     -0.0001154569476008      0.0000027440098624      0.0000011763069579     78.9568683402877554  79125.9616853893676307
